PROTOCOL_NAME,term,estimate,std.error,statistic,p.value
tox21-ahr-p1,FractionCSP3,-1.3180621143942213,0.12548865936824902,-10.503436095578495,8.329189211506382e-26
tox21-ap1-agonist-p1,FractionCSP3,-0.14584036210833046,0.13929851374534644,-1.0469628008734053,0.29511673523656007
tox21-ar-bla-antagonist-p1,FractionCSP3,-0.5102632965822189,0.10467516023793448,-4.874731458947397,1.0895656878785333e-6
tox21-ar-mda-kb2-luc-agonist-p3,FractionCSP3,-1.2156586855743332,0.10816178069914062,-11.23926286823782,2.6155717334364643e-29
tox21-ar-mda-kb2-luc-antagonist-p1,FractionCSP3,-0.9913503442298237,0.11742912289612947,-8.442116570237102,3.116423273281475e-17
tox21-ar-mda-kb2-luc-antagonist-p2,FractionCSP3,-0.931377774023084,0.1266037553365366,-7.356636235215193,1.8860238807693214e-13
tox21-are-bla-p1,FractionCSP3,-0.48910636515030315,0.12371804010298776,-3.9533956789418245,7.704986515073156e-5
tox21-aromatase-p1,FractionCSP3,-0.9350198019592371,0.10021679465873533,-9.329971140498223,1.0589973867544923e-20
tox21-car-agonist-p1,FractionCSP3,-0.9351003612651793,0.11461869677823602,-8.158357995244085,3.396096801123414e-16
tox21-car-antagonist-p1,FractionCSP3,-0.8872640829667011,0.10989950385056256,-8.073412998962864,6.8359891054395135e-16
tox21-elg1-luc-agonist-p1,FractionCSP3,-1.051973469420132,0.12955210993463184,-8.12007978836413,4.658772970918303e-16
tox21-er-bla-antagonist-p1,FractionCSP3,-0.17100853858711815,0.14823725926212353,-1.1536137367780717,0.2486585640296273
tox21-er-luc-bg1-4e2-agonist-p4,FractionCSP3,-1.5798108153350618,0.11627963545198754,-13.586306916032378,4.8283573167645445e-42
tox21-er-luc-bg1-4e2-antagonist-p1,FractionCSP3,-0.9890632679613054,0.1299462294309883,-7.611327179651457,2.7129548692720505e-14
tox21-er-luc-bg1-4e2-antagonist-p2,FractionCSP3,-1.6487073579768374,0.16667723042144578,-9.891617192150704,4.526555656662707e-23
tox21-erb-bla-antagonist-p1,FractionCSP3,-0.3719664681986087,0.10807610440544507,-3.4417086944879585,5.78052383954861e-4
tox21-erb-bla-p1,FractionCSP3,-0.4073014484605908,0.10386970846974773,-3.9212726641975526,8.808252458812252e-5
tox21-err-p1,FractionCSP3,-1.0329223125887694,0.10048574212323465,-10.27929227334565,8.736676715789154e-25
tox21-esre-bla-p1,FractionCSP3,-0.009101762173088775,0.1357426434186803,-0.06705160547828429,0.9465406203726506
tox21-fxr-bla-agonist-p2,FractionCSP3,-0.22552340993796935,0.12354636866584992,-1.8254151244860297,0.06793840864661618
tox21-fxr-bla-antagonist-p1,FractionCSP3,0.046834294190883,0.13425291863816677,0.34885121802907665,0.7272010094945536
tox21-gh3-tre-antagonist-p1,FractionCSP3,-0.8209031281869328,0.08376272213014721,-9.800339665554874,1.1220768441977083e-22
tox21-gr-hela-bla-antagonist-p1,FractionCSP3,-0.10313839091646404,0.12679505976400574,-0.8134259418973254,0.41597389079877056
tox21-h2ax-cho-p2,FractionCSP3,-0.660332728291263,0.10485909465008086,-6.297333869749883,3.028086114684871e-10
tox21-hdac-p1,FractionCSP3,-0.7630933185995625,0.2658571455385134,-2.8703133671801835,0.0041006518887559806
tox21-hre-bla-agonist-p1,FractionCSP3,-0.16253298678980418,0.11492559607757499,-1.414245323383784,0.15728988459862828
tox21-hse-bla-p1,FractionCSP3,0.16052758834493283,0.13793819781486832,1.1637645763676172,0.24451943139424595
tox21-mitotox-p1,FractionCSP3,-1.1963897774550178,0.15322063254393334,-7.808281153727609,5.797314976144598e-15
tox21-nfkb-bla-agonist-p1,FractionCSP3,-0.08597746801008938,0.14793001108687248,-0.581203688003503,0.5611031823666395
tox21-p53-bla-p1,FractionCSP3,-0.39951918488136656,0.12310471889629433,-3.2453604416084882,0.001173020454407587
tox21-pgc-err-p1,FractionCSP3,-0.9979179332399497,0.10137199629245514,-9.844118393022336,7.267355927560685e-23
tox21-ppard-bla-agonist-p1,FractionCSP3,-0.20781944103043334,0.10341230262013619,-2.009620091274974,0.04447141316657857
tox21-ppard-bla-antagonist-p1,FractionCSP3,-0.346625924941179,0.11663397459421955,-2.9719121392126335,0.0029595136334696313
tox21-pparg-bla-antagonist-p1,FractionCSP3,-0.5416763433175242,0.1298821765108852,-4.1705209896303765,3.039040610353484e-5
tox21-pr-bla-agonist-p1,FractionCSP3,-0.14403168370441038,0.1178117105319114,-1.222558292839631,0.22149657402076903
tox21-pr-bla-antagonist-p1,FractionCSP3,-0.3033830495992769,0.11132554056144688,-2.725188200921626,0.0064264843608674085
tox21-rar-antagonist-p2,FractionCSP3,-0.5573301216163051,0.14801877476737135,-3.7652664163192404,1.663715929619948e-4
tox21-ror-cho-antagonist-p1,FractionCSP3,-0.5816347773697855,0.12497252636645954,-4.654101139511622,3.253970623312085e-6
tox21-rxr-bla-agonist-p1,FractionCSP3,-0.18743573341914282,0.09921739091566723,-1.8891419305558983,0.058872813252337675
tox21-sbe-bla-agonist-p1,FractionCSP3,0.06040633914180422,0.17109574449027776,0.3530557660669153,0.7240466336991789
tox21-sbe-bla-antagonist-p1,FractionCSP3,0.08992139890931283,0.1716616568461243,0.523829261358682,0.6003972992338433
tox21-shh-3t3-gli3-agonist-p1,FractionCSP3,-1.0050965778059995,0.10614769156091951,-9.468850080730789,2.829412149851863e-21
tox21-shh-3t3-gli3-antagonist-p1,FractionCSP3,-1.2174969953346846,0.10827847513907372,-11.244127641905946,2.4753164717584736e-29
tox21-vdr-bla-agonist-p1,FractionCSP3,-0.33474402101065565,0.10633960346379241,-3.147877273443404,0.0016446072594802489
tox21-vdr-bla-antagonist-p1,FractionCSP3,-0.24297403542497303,0.11922830208072037,-2.037888917184058,0.04156104320789583
tox21-dt40-p1_653,FractionCSP3,-0.6911252804848095,0.07122942818192929,-9.702805401155054,2.9332048755864125e-22
tox21-dt40-p1_100,FractionCSP3,-0.7190536125784722,0.06908908248398875,-10.407630073030878,2.288477746210165e-25
tox21-dt40-p1_657,FractionCSP3,-0.6065178585962778,0.07046652878656509,-8.607176613358519,7.488203027088613e-18
tox21-rt-viability-hepg2-p1,FractionCSP3,0.008573089585301097,0.1402497823163719,0.06112729334554074,0.9512578328426491
tox21-rt-viability-hek293-p1,FractionCSP3,-0.5736075094118218,0.08749795033302982,-6.555667958261752,5.5393362691539966e-11
