PROTOCOL_NAME,term,estimate,std.error,statistic,p.value
tox21-ahr-p1,FractionCSP3,-0.5145862887228734,0.26368120905398174,-1.9515470615789139,0.05099200361323968
tox21-ap1-agonist-p1,FractionCSP3,-1.0350949436489583,0.34349568918609824,-3.0134146547852807,0.0025832568879536897
tox21-ar-bla-antagonist-p1,FractionCSP3,-0.7123097002341776,0.22507368780611353,-3.1647844187268417,0.0015519789516841287
tox21-ar-mda-kb2-luc-agonist-p3,FractionCSP3,-1.345036294787819,0.2383710265906159,-5.642616529473678,1.6748510286411915e-8
tox21-ar-mda-kb2-luc-antagonist-p1,FractionCSP3,-0.9426888157577592,0.24703650537320465,-3.8159899255926324,1.3563803841336756e-4
tox21-ar-mda-kb2-luc-antagonist-p2,FractionCSP3,-0.9075777269362176,0.27655717327995266,-3.2817001857966526,0.0010318325273360116
tox21-are-bla-p1,FractionCSP3,-1.0467132898448823,0.27292064415768347,-3.835229442152899,1.2544713188374464e-4
tox21-aromatase-p1,FractionCSP3,-1.2410466689001984,0.21247998504527854,-5.8407697489047585,5.1960177500070465e-9
tox21-car-agonist-p1,FractionCSP3,-0.9957828679980822,0.24134725748834854,-4.125934051876083,3.6923307282625484e-5
tox21-car-antagonist-p1,FractionCSP3,-0.9218650896717698,0.2338006309704676,-3.9429538143043534,8.048415943411014e-5
tox21-elg1-luc-agonist-p1,FractionCSP3,-1.502787530438371,0.2730416529035175,-5.503876476199764,3.7152990782286356e-8
tox21-er-bla-antagonist-p1,FractionCSP3,-1.6264659899789995,0.34598275189337446,-4.701003102259405,2.5888658148454026e-6
tox21-er-luc-bg1-4e2-agonist-p4,FractionCSP3,-1.7687144718558492,0.25649180257264725,-6.895793370842285,5.356500670383247e-12
tox21-er-luc-bg1-4e2-antagonist-p1,FractionCSP3,-0.9488580434343055,0.28675007062839514,-3.3090071829971706,9.362743501748535e-4
tox21-er-luc-bg1-4e2-antagonist-p2,FractionCSP3,-1.097309005266073,0.33102542751684183,-3.3148782965025982,9.168303179086366e-4
tox21-erb-bla-antagonist-p1,FractionCSP3,-0.9582501933775266,0.25019775920487286,-3.8299711253323796,1.2815829627922816e-4
tox21-erb-bla-p1,FractionCSP3,-0.8740206430952087,0.2446234589126836,-3.5729224293536923,3.5301935935326805e-4
tox21-err-p1,FractionCSP3,-1.199346146277157,0.22338650377543637,-5.368928408865842,7.920585075750924e-8
tox21-esre-bla-p1,FractionCSP3,-1.0363825673586002,0.3212173315998501,-3.226421694610341,0.0012534852598175559
tox21-fxr-bla-agonist-p2,FractionCSP3,-0.5974872902129589,0.2893073026109966,-2.0652340429039984,0.0389008608916371
tox21-fxr-bla-antagonist-p1,FractionCSP3,-0.4454702726112734,0.3030346467456264,-1.4700308278122747,0.1415534048873897
tox21-gh3-tre-antagonist-p1,FractionCSP3,-0.5128489347619768,0.18622849276589837,-2.753869330869053,0.005889527717961361
tox21-gr-hela-bla-antagonist-p1,FractionCSP3,-1.495568035757207,0.2997334972065471,-4.989659313008341,6.048587276990493e-7
tox21-h2ax-cho-p2,FractionCSP3,-0.9486595852734672,0.2595946374866526,-3.6543882202583773,2.577959453863465e-4
tox21-hdac-p1,FractionCSP3,-0.8419567375592323,0.6122309057266325,-1.375227434100125,0.16906094557695803
tox21-hre-bla-agonist-p1,FractionCSP3,-0.5709635762013661,0.25649867837564233,-2.225990324071728,0.02601482953915427
tox21-hse-bla-p1,FractionCSP3,-0.9513744603383738,0.3133678779399392,-3.035966757641689,0.0023976579717311583
tox21-mitotox-p1,FractionCSP3,-1.3506789001067836,0.3354950136724976,-4.025928389580432,5.6750959289032186e-5
